flight_date,from,to,avg_weeks,target,std_weeks,is_holiday,day_of_year,distance_to_New Year's Day,"distance_to_Birthday of Martin Luther King, Jr.",distance_to_Washington's Birthday,distance_to_Memorial Day,distance_to_Juneteenth National Independence Day,distance_to_Independence Day,distance_to_Labor Day,distance_to_Columbus Day,distance_to_Veterans Day,distance_to_Thanksgiving Day,distance_to_Christmas Day,distance_to_next_holiday,distance_to_previous_holiday,path_distance,from_in_degree,from_out_degree,to_in_degree,to_out_degree,ATL,BOS,CLT,DEN,DFW,DTW,EWR,IAH,JFK,LAS,LAX,LGA,MCO,MIA,MSP,ORD,PHL,PHX,SEA,SFO
2011-09-09,DTW,ORD,8.1875,11.304470195699999,5.8220128249,False,252,114,131,162,-104,-82,-67,-5,32,63,77,107,29,2,376.3886323781449,10.653095528420538,10.634797460865515,11.39706514536843,11.387552460182754,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-04-11,MIA,JFK,12.2307692308,10.8376370626,8.87832277993,False,102,-101,-84,-53,47,69,84,146,-183,-152,-138,-108,44,50,1757.1215161369055,10.749204535934668,10.64910414072656,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0
2012-05-25,DEN,SEA,15.6333333333,11.0082680593,10.9465262427,True,146,-145,-128,-97,3,25,40,102,139,170,-182,-152,0,94,1645.0658311574027,10.740916817018693,10.74298222432765,10.911269061769707,10.824439597932692,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-31,EWR,ATL,10.5,11.033573410299999,8.49509662492,False,244,123,140,171,-95,-73,-58,4,41,72,86,116,1,58,1199.316353924153,10.882423693567391,10.833789151901911,10.986705272120973,11.05876539475933,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-03,DEN,DFW,9.42105263158,11.0733610688,6.56011339226,False,155,-154,-137,-106,-6,16,31,93,130,161,175,-161,16,3,1032.0980058772266,10.740916817018693,10.74298222432765,11.180310941123327,11.050228394602799,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-18,LAX,EWR,15.703703703699999,10.2444264143,12.0250213971,False,231,136,153,-182,-82,-60,-45,17,54,85,99,129,14,45,3941.010291289658,11.511861025399389,11.51684866108158,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-10-30,ATL,MSP,10.15,10.4546849427,8.15814091309,False,304,63,80,111,-155,-133,-118,-56,-19,12,26,56,12,16,1459.7181270186945,10.986705272120973,11.05876539475933,10.920556887948626,10.895829598376196,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-03-29,LGA,ORD,14.4285714286,13.6550722003,11.3966485373,False,89,-88,-71,-40,60,82,97,159,-170,-139,-125,-95,57,37,1177.05513247513,11.405018795317423,11.411122537569854,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
2011-11-24,DEN,SFO,10.6666666667,9.499720628139999,7.30981075906,True,328,38,55,86,-180,-158,-143,-81,-44,-13,1,31,31,13,1552.7748305694504,10.740916817018693,10.74298222432765,11.293030075679182,11.305858815252616,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-11-20,ATL,DTW,10.0526315789,10.1418860666,7.763688157130001,False,324,42,59,90,-176,-154,-139,-77,-40,-9,5,35,2,9,958.1975913594937,10.986705272120973,11.05876539475933,10.653095528420538,10.634797460865515,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-18,SFO,BOS,12.304347826099999,10.2444264143,9.527161089169999,False,231,136,153,-182,-82,-60,-45,17,54,85,99,129,14,45,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-09-27,MSP,ORD,11.043478260899999,12.9415403693,8.4125353484,False,271,96,113,144,-122,-100,-85,-23,14,45,59,89,11,20,536.9953198971817,10.920556887948626,10.895829598376196,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
2012-08-01,LGA,BOS,6.583333333330001,12.7812366527,7.2168783648699995,False,214,153,170,-165,-65,-43,-28,34,71,102,116,146,31,28,296.6920229885085,11.405018795317423,11.411122537569854,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2011-10-05,MSP,ORD,12.3636363636,12.326276096900001,9.494587202569999,False,278,88,105,136,-130,-108,-93,-31,6,37,51,81,3,28,536.9953198971817,10.920556887948626,10.895829598376196,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
2012-01-14,ATL,LAX,13.2307692308,11.0184314401,10.4050283702,False,14,-13,4,35,135,157,172,-132,-95,-64,-50,-20,1,13,3125.776526360192,10.986705272120973,11.05876539475933,11.511861025399389,11.51684866108158,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-05,DFW,ATL,9.3,12.39293355,6.80634379013,False,278,88,105,136,-130,-108,-93,-31,6,37,51,81,3,28,1174.5318236036762,11.180310941123327,11.050228394602799,10.986705272120973,11.05876539475933,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,DEN,SEA,13.0,10.757778806,8.461678320519999,False,207,160,177,-158,-58,-36,-21,41,78,109,123,153,38,21,1645.0658311574027,10.740916817018693,10.74298222432765,10.911269061769707,10.824439597932692,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-04-08,LAS,JFK,15.642857142899999,10.6743474486,11.7132855425,False,99,-98,-81,-50,50,72,87,149,-180,-149,-135,-105,47,47,3609.2825234219513,10.802143255290838,10.858821650818184,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
2012-06-30,ATL,MCO,15.7857142857,10.9088488996,12.007272928299999,False,182,-181,-164,-133,-33,-11,4,66,103,134,148,178,4,11,650.7363446314483,10.986705272120973,11.05876539475933,10.80192431511827,10.89196124165143,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-08-30,PHL,ORD,9.944444444439998,11.7644506556,8.404986070760001,False,243,124,141,172,-94,-72,-57,5,42,73,87,117,2,57,1088.3236698576663,10.83509569046346,10.800228508121956,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
2012-01-16,DFW,ORD,8.88888888889,12.1853577731,6.008708277439999,True,16,-15,2,33,133,155,170,-134,-97,-66,-52,-22,30,15,1290.645304960658,11.180310941123327,11.050228394602799,11.39706514536843,11.387552460182754,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-12-14,LAX,IAH,12.909090909100001,10.8432124801,10.6900447276,False,348,18,35,66,166,-178,-163,-101,-64,-33,-19,11,11,16,2215.0734828014647,11.511861025399389,11.51684866108158,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0
2011-09-10,SFO,EWR,11.8846153846,10.924903309400001,8.110866405389999,False,253,113,130,161,-105,-83,-68,-6,31,62,76,106,28,3,4118.400577733478,11.293030075679182,11.305858815252616,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-01-24,PHL,MCO,9.166666666669999,10.0674425616,6.48300946819,False,24,-23,-6,25,125,147,162,-142,-105,-74,-60,-30,22,3,1388.5554903516613,10.83509569046346,10.800228508121956,10.80192431511827,10.89196124165143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
2012-08-24,SFO,ATL,14.52,11.1551924865,11.1322354748,False,237,130,147,178,-88,-66,-51,11,48,79,93,123,8,51,3434.7180355672917,11.293030075679182,11.305858815252616,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2011-12-16,SFO,BOS,9.555555555560002,11.677530183399998,7.22106576965,False,350,16,33,64,164,-180,-165,-103,-66,-35,-21,9,9,18,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-10-31,ATL,DEN,9.4,10.0333781304,11.5065198909,False,305,62,79,110,-156,-134,-119,-57,-20,11,25,55,11,17,1926.6178297784168,10.986705272120973,11.05876539475933,10.740916817018693,10.74298222432765,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,LAX,LAS,17.7352941176,11.7057879324,12.126377019000001,False,275,92,109,140,-126,-104,-89,-27,10,41,55,85,7,24,379.9942734236418,11.511861025399389,11.51684866108158,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
2012-06-23,SFO,LAX,16.4666666667,11.8829016174,12.4144891248,False,175,-174,-157,-126,-26,-4,11,73,110,141,155,-181,11,4,543.189278739235,11.293030075679182,11.305858815252616,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
2012-06-07,SFO,DFW,10.75,11.458757243800001,8.42224498138,False,159,-158,-141,-110,-10,12,27,89,126,157,171,-165,12,7,2351.941032649594,11.293030075679182,11.305858815252616,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-05-31,DEN,SFO,8.88888888889,10.967051448,6.04774035477,True,152,-151,-134,-103,-3,19,34,96,133,164,178,-158,19,0,1552.7748305694504,10.740916817018693,10.74298222432765,11.293030075679182,11.305858815252616,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-07-20,EWR,MCO,15.9677419355,10.7693986302,10.6692201245,False,202,165,182,-153,-53,-31,-16,46,83,114,128,158,43,16,1510.8818234426892,10.882423693567391,10.833789151901911,10.80192431511827,10.89196124165143,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-02-04,DEN,SEA,13.7272727273,9.09212481015,11.5229866258,False,35,-34,-17,14,114,136,151,-153,-116,-85,-71,-41,11,14,1645.0658311574027,10.740916817018693,10.74298222432765,10.911269061769707,10.824439597932692,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-03,SFO,DEN,11.4782608696,11.4627550497,7.704010556589999,False,216,151,168,-167,-67,-45,-30,32,69,100,114,144,29,30,1552.7748305694504,11.293030075679182,11.305858815252616,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-02-02,EWR,LAX,13.4782608696,10.5417552784,11.405220356600001,False,33,-32,-15,16,116,138,153,-151,-114,-83,-69,-39,13,12,3941.010291289658,10.882423693567391,10.833789151901911,11.511861025399389,11.51684866108158,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-30,ATL,MCO,16.7714285714,10.5482875994,11.4328878403,False,364,2,19,50,150,172,-179,-117,-80,-49,-35,-5,2,5,650.7363446314483,10.986705272120973,11.05876539475933,10.80192431511827,10.89196124165143,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-07-24,LGA,ATL,10.826086956500001,12.5464970624,8.0433607512,False,206,161,178,-157,-57,-35,-20,42,79,110,124,154,39,20,1224.8675556123214,11.405018795317423,11.411122537569854,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012-11-13,SFO,BOS,8.529411764710002,11.4018690411,5.7675563180900005,False,318,49,66,97,-169,-147,-132,-70,-33,-2,12,42,9,2,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-05-11,ORD,DTW,7.0,11.1785927402,4.472135955,False,132,-131,-114,-83,17,39,54,116,153,-182,-168,-138,14,80,376.3886323781449,11.39706514536843,11.387552460182754,10.653095528420538,10.634797460865515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-09-01,LAS,ORD,15.038461538499998,9.91816485237,11.714882054,True,245,122,139,170,-96,-74,-59,3,40,71,85,115,0,59,2431.692848117438,10.802143255290838,10.858821650818184,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2011-10-02,SFO,ORD,13.8214285714,12.0707689192,8.71802547908,False,275,91,108,139,-127,-105,-90,-28,9,40,54,84,6,25,2963.963188844591,11.293030075679182,11.305858815252616,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
2012-03-19,EWR,BOS,10.5789473684,11.506174435799998,8.241600366930001,False,79,-78,-61,-30,70,92,107,169,-160,-129,-115,-85,67,27,322.30617955799113,10.882423693567391,10.833789151901911,10.976367620132233,11.075587891139088,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-22,DFW,LAX,12.0952380952,11.552415873,10.8393023849,False,235,132,149,180,-86,-64,-49,13,50,81,95,125,10,49,1983.1744750180908,11.180310941123327,11.050228394602799,11.511861025399389,11.51684866108158,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-29,DFW,LAS,11.7,11.486563574200002,10.993299394600001,False,120,-119,-102,-71,29,51,66,128,165,-170,-156,-126,26,68,1694.7999229712304,11.180310941123327,11.050228394602799,10.802143255290838,10.858821650818184,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-11-13,SFO,ATL,7.4375,10.522019901,6.217917657869999,False,318,49,66,97,-169,-147,-132,-70,-33,-2,12,42,9,2,3434.7180355672917,11.293030075679182,11.305858815252616,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2011-10-17,MIA,LGA,12.304347826099999,11.1832377632,8.22653568205,False,290,76,93,124,-142,-120,-105,-43,-6,25,39,69,25,3,1768.377326888082,10.749204535934668,10.64910414072656,11.405018795317423,11.411122537569854,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
2012-01-28,LAX,DFW,13.56,10.4615288981,11.0267855697,False,28,-27,-10,21,121,143,158,-146,-109,-78,-64,-34,18,7,1983.1744750180908,11.511861025399389,11.51684866108158,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-03-23,LAX,JFK,16.46875,13.283973626600002,12.1654836293,False,83,-82,-65,-34,66,88,103,165,-164,-133,-119,-89,63,31,3974.196710879194,11.511861025399389,11.51684866108158,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0
2012-10-28,PHX,DEN,11.7619047619,10.2290133038,9.24069673729,False,302,65,82,113,-153,-131,-116,-54,-17,14,28,58,14,14,968.5377565127928,10.704543967457013,10.672302087292909,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2011-12-29,DTW,LGA,12.5,10.7693986302,9.282990522639999,False,363,3,20,51,151,173,-178,-116,-79,-48,-34,-4,3,4,805.1348368055876,10.653095528420538,10.634797460865515,11.405018795317423,11.411122537569854,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-11-18,LAX,JFK,15.84375,13.473989939900001,9.93887569094,False,322,44,61,92,-174,-152,-137,-75,-38,-7,7,37,4,7,3974.196710879194,11.511861025399389,11.51684866108158,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0
2011-11-05,LAS,LAX,16.4,12.0240691207,10.7817929318,False,309,57,74,105,-161,-139,-124,-62,-25,6,20,50,6,22,379.9942734236418,10.802143255290838,10.858821650818184,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
2011-12-14,JFK,LAS,10.2352941176,9.465076119410002,9.28392031798,False,348,18,35,66,166,-178,-163,-101,-64,-33,-19,11,11,16,3609.2825234219513,11.641953222951795,11.432985714932439,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
2012-10-02,ORD,DTW,7.5625,11.3431908064,6.53165369566,False,276,91,108,139,-127,-105,-90,-28,9,40,54,84,6,25,376.3886323781449,11.39706514536843,11.387552460182754,10.653095528420538,10.634797460865515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-01-03,PHX,DEN,13.0357142857,10.9195671805,9.21947272075,False,3,-2,15,46,146,168,-183,-121,-84,-53,-39,-9,12,2,968.5377565127928,10.704543967457013,10.672302087292909,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2011-10-21,DFW,ORD,11.5217391304,12.631630689400001,7.7861740238,False,294,72,89,120,-146,-124,-109,-47,-10,21,35,65,21,7,1290.645304960658,11.180310941123327,11.050228394602799,11.39706514536843,11.387552460182754,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-18,SEA,ORD,10.2,10.8320449272,6.856422267899999,False,291,75,92,123,-143,-121,-106,-44,-7,24,38,68,24,4,2761.7516243497034,10.911269061769707,10.824439597932692,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
2012-10-19,ATL,DFW,11.4210526316,11.9882604862,10.849043938800001,False,293,74,91,122,-144,-122,-107,-45,-8,23,37,67,23,5,1174.5318236036762,10.986705272120973,11.05876539475933,11.180310941123327,11.050228394602799,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-28,LAS,DFW,7.8125,10.780946504600001,5.40640052777,False,88,-87,-70,-39,61,83,98,160,-169,-138,-124,-94,58,36,1694.7999229712304,10.802143255290838,10.858821650818184,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2012-08-10,EWR,BOS,13.083333333299999,10.3561349961,9.121959489470001,False,223,144,161,-174,-74,-52,-37,25,62,93,107,137,22,37,322.30617955799113,10.882423693567391,10.833789151901911,10.976367620132233,11.075587891139088,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-24,DEN,MSP,8.75,9.14821853495,6.72805073306,False,84,-83,-66,-35,65,87,102,164,-165,-134,-120,-90,62,32,1092.352466433747,10.740916817018693,10.74298222432765,10.920556887948626,10.895829598376196,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-06-22,DTW,ATL,8.85,11.0184314401,6.343459126080001,False,174,-173,-156,-125,-25,-3,12,74,111,142,156,-180,12,3,958.1975913594937,10.653095528420538,10.634797460865515,10.986705272120973,11.05876539475933,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-12,JFK,LAX,16.5294117647,13.1074252743,11.6729038586,False,346,20,37,68,168,-176,-161,-99,-62,-31,-17,13,13,14,3974.196710879194,11.641953222951795,11.432985714932439,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0
2011-09-13,JFK,MCO,12.0,9.674348761360001,8.49509662492,False,256,110,127,158,-108,-86,-71,-9,28,59,73,103,25,6,1521.3886141530445,11.641953222951795,11.432985714932439,10.80192431511827,10.89196124165143,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0
2011-12-20,LAS,JFK,11.25,9.589077874860001,9.1299103587,False,354,12,29,60,160,182,-169,-107,-70,-39,-25,5,5,22,3609.2825234219513,10.802143255290838,10.858821650818184,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
2012-05-12,ORD,SFO,13.6,11.2913825928,9.85731538841,False,133,-132,-115,-84,16,38,53,115,152,-183,-169,-139,13,81,2963.963188844591,11.39706514536843,11.387552460182754,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
2012-07-21,SFO,SEA,11.173913043499999,10.3919321749,9.28660900003,False,203,164,181,-154,-54,-32,-17,45,82,113,127,157,42,17,1093.0595602394146,11.293030075679182,11.305858815252616,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
2012-03-16,ATL,MIA,14.0,10.9034665704,9.93176721435,False,76,-75,-58,-27,73,95,110,172,-157,-126,-112,-82,70,24,959.0645602676874,10.986705272120973,11.05876539475933,10.749204535934668,10.64910414072656,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-02-08,DEN,SFO,10.95,11.192493245,9.875408052860001,False,39,-38,-21,10,110,132,147,-157,-120,-89,-75,-45,7,18,1552.7748305694504,10.740916817018693,10.74298222432765,11.293030075679182,11.305858815252616,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-10-02,LAX,DFW,14.038461538499998,11.389449622799999,10.0736518472,False,276,91,108,139,-127,-105,-90,-28,9,40,54,84,6,25,1983.1744750180908,11.511861025399389,11.51684866108158,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-07-01,SFO,ATL,12.32,10.0674425616,8.045288476289999,False,183,-182,-165,-134,-34,-12,3,65,102,133,147,177,3,12,3434.7180355672917,11.293030075679182,11.305858815252616,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-10-23,LGA,DTW,8.625,10.9408206955,6.54089698232,False,297,70,87,118,-148,-126,-111,-49,-12,19,33,63,19,9,805.1348368055876,11.405018795317423,11.411122537569854,10.653095528420538,10.634797460865515,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012-03-16,IAH,ORD,14.619047619000002,11.1504769953,13.6362611829,False,76,-75,-58,-27,73,95,110,172,-157,-126,-112,-82,70,24,1490.651882721693,10.634308645941415,10.77456439726534,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
2011-11-17,ORD,MSP,11.4,12.47825863,10.9515680204,False,321,45,62,93,-173,-151,-136,-74,-37,-6,8,38,5,6,536.9953198971817,11.39706514536843,11.387552460182754,10.920556887948626,10.895829598376196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
2011-11-22,ORD,DTW,8.57894736842,10.7693986302,6.551639230619999,True,326,40,57,88,-178,-156,-141,-79,-42,-11,3,33,0,11,376.3886323781449,11.39706514536843,11.387552460182754,10.653095528420538,10.634797460865515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2011-09-03,SFO,SEA,13.0,10.3919321749,7.937253933189999,True,246,120,137,168,-98,-76,-61,1,38,69,83,113,35,61,1093.0595602394146,11.293030075679182,11.305858815252616,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
2012-02-08,SFO,JFK,11.842105263199999,12.3212424211,11.255927613199999,False,39,-38,-21,10,110,132,147,-157,-120,-89,-75,-45,7,18,4151.78626192503,11.293030075679182,11.305858815252616,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
2012-08-24,ATL,LGA,13.5714285714,12.2623570321,9.433700705169999,False,237,130,147,178,-88,-66,-51,11,48,79,93,123,8,51,1224.8675556123214,10.986705272120973,11.05876539475933,11.405018795317423,11.411122537569854,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-24,LAX,BOS,10.65,10.075862331,8.292514062310001,False,24,-23,-6,25,125,147,162,-142,-105,-74,-60,-30,22,3,4193.0290874600705,11.511861025399389,11.51684866108158,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-03-18,EWR,ATL,9.77777777778,10.7693986302,7.57360397197,False,78,-77,-60,-29,71,93,108,170,-159,-128,-114,-84,68,26,1199.316353924153,10.882423693567391,10.833789151901911,10.986705272120973,11.05876539475933,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-18,SEA,ORD,10.0588235294,9.499720628139999,9.90877507714,True,49,-48,-31,0,100,122,137,-167,-130,-99,-85,-55,97,28,2761.7516243497034,10.911269061769707,10.824439597932692,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
2012-10-13,ORD,LAS,13.291666666700001,10.7635977679,11.1178632865,True,287,80,97,128,-138,-116,-101,-39,-2,29,43,73,29,36,2431.692848117438,11.39706514536843,11.387552460182754,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0
2011-10-11,JFK,SFO,14.2580645161,12.605847203800002,9.423261084269999,True,284,82,99,130,-136,-114,-99,-37,0,31,45,75,31,34,4151.78626192503,11.641953222951795,11.432985714932439,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1
2012-03-01,LAX,SFO,14.5555555556,12.845118559600001,11.59686076,False,61,-60,-43,-12,88,110,125,-179,-142,-111,-97,-67,85,9,543.189278739235,11.511861025399389,11.51684866108158,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
2011-11-10,JFK,MIA,15.2666666667,11.238093946,10.034194410700001,False,314,52,69,100,-166,-144,-129,-67,-30,1,15,45,1,27,1757.1215161369055,11.641953222951795,11.432985714932439,10.749204535934668,10.64910414072656,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0
2012-06-08,ORD,SEA,17.125,10.987773614000002,11.8885957824,False,160,-159,-142,-111,-11,11,26,88,125,156,170,-166,11,8,2761.7516243497034,11.39706514536843,11.387552460182754,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
2012-09-30,ATL,PHL,8.47368421053,11.3852913697,6.2571596418499995,False,274,93,110,141,-125,-103,-88,-26,11,42,56,86,8,23,1071.592953109364,10.986705272120973,11.05876539475933,10.83509569046346,10.800228508121956,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-02-02,LAX,LAS,13.8148148148,11.6343241795,9.306891727010001,False,33,-32,-15,16,116,138,153,-151,-114,-83,-69,-39,13,12,379.9942734236418,11.511861025399389,11.51684866108158,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
2012-08-30,SFO,BOS,13.7142857143,12.2202683458,9.74435123302,False,243,124,141,172,-94,-72,-57,5,42,73,87,117,2,57,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
